Date,Employed-Total,Unemployed-Total,Unemployment rate-Total,"Employed-Management, professional, and related occupations","Unemployed-Management, professional, and related occupations","Unemployment rate-Management, professional, and related occupations","Employed-Management, business, and financial operations occupations","Unemployed-Management, business, and financial operations occupations","Unemployment rate-Management, business, and financial operations occupations",Employed-Professional and related occupations,Unemployed-Professional and related occupations,Unemployment rate-Professional and related occupations,Employed-Service occupations,Unemployed-Service occupations,Unemployment rate-Service occupations,Employed-Sales and office occupations,Unemployed-Sales and office occupations,Unemployment rate-Sales and office occupations,Employed-Sales and related occupations,Unemployed-Sales and related occupations,Unemployment rate-Sales and related occupations,Employed-Office and administrative support occupations,Unemployed-Office and administrative support occupations,Unemployment rate-Office and administrative support occupations,"Employed-Natural resources, construction, and maintenance occupations","Unemployed-Natural resources, construction, and maintenance occupations","Unemployment rate-Natural resources, construction, and maintenance occupations","Employed-Farming, fishing, and forestry occupations","Unemployed-Farming, fishing, and forestry occupations","Unemployment rate-Farming, fishing, and forestry occupations",Employed-Construction and extraction occupations,Unemployed-Construction and extraction occupations,Unemployment rate-Construction and extraction occupations,"Employed-Installation, maintenance, and repair occupations","Unemployed-Installation, maintenance, and repair occupations","Unemployment rate-Installation, maintenance, and repair occupations","Employed-Production, transportation, and material moving occupations","Unemployed-Production, transportation, and material moving occupations","Unemployment rate-Production, transportation, and material moving occupations",Employed-Production occupations,Unemployed-Production occupations,Unemployment rate-Production occupations,Employed-Transportation and material moving occupations,Unemployed-Transportation and material moving occupations,Unemployment rate-Transportation and material moving occupations
Apr-2015,148587,7966,5.1,57953,1435,2.4,23960,633,2.6,33993,802,2.3,25419,1733,6.4,34129,1852,5.1,15875,920,5.5,18253,932,4.9,13584,1097,7.5,1036,127,10.9,7734,718,8.5,4814,253,5,17503,1077,5.8,8505,494,5.5,8998,584,6.1
May-2015,149349,8370,5.3,58155,1460,2.4,23891,709,2.9,34264,751,2.1,26296,1853,6.6,33838,1909,5.3,15962,987,5.8,17876,923,4.9,13754,977,6.6,1086,112,9.3,7821,632,7.5,4847,233,4.6,17306,1212,6.5,8481,549,6.1,8825,664,7
Jun-2015,149645,8638,5.5,57710,1714,2.9,24049,603,2.4,33661,1111,3.2,26795,1789,6.3,33707,1777,5,15899,950,5.6,17807,827,4.4,13956,926,6.2,1226,88,6.7,7694,617,7.4,5036,221,4.2,17478,1122,6,8510,462,5.1,8969,660,6.9
Jul-2015,149722,8805,5.6,57392,1807,3.1,24522,566,2.3,32870,1240,3.6,26843,1932,6.7,33366,1848,5.2,15677,966,5.8,17689,882,4.8,14294,816,5.4,1155,76,6.2,7970,536,6.3,5169,204,3.8,17827,1248,6.5,8647,567,6.2,9180,681,6.9
Aug-2015,149228,8162,5.2,57288,1686,2.9,24331,555,2.2,32957,1132,3.3,26886,1847,6.4,33158,1738,5,15596,890,5.4,17561,848,4.6,14025,817,5.5,1145,62,5.1,7774,585,7,5106,170,3.2,17871,1109,5.8,8619,482,5.3,9252,627,6.3
Sep-2015,148980,7628,4.9,58105,1414,2.4,24485,590,2.4,33619,823,2.4,25808,1815,6.6,33106,1782,5.1,15498,912,5.6,17608,871,4.7,13865,823,5.6,1116,68,5.7,7611,570,7,5139,185,3.5,18095,982,5.1,8743,410,4.5,9352,572,5.8
Oct-2015,149716,7597,4.8,58456,1312,2.2,24387,552,2.2,34070,760,2.2,25890,1800,6.5,33273,1688,4.8,15330,858,5.3,17943,831,4.4,14036,887,5.9,1106,137,11,7773,592,7.1,5156,158,3,18061,1112,5.8,8579,429,4.8,9482,683,6.7
Nov-2015,149766,7573,4.8,58667,1276,2.1,24101,513,2.1,34566,763,2.2,25927,1795,6.5,33728,1649,4.7,15716,851,5.1,18012,798,4.2,13971,932,6.3,1057,169,13.8,7892,578,6.8,5021,185,3.5,17475,1115,6,8252,437,5,9223,678,6.8
Dec-2015,149703,7542,4.8,59030,1208,2,24544,474,1.9,34486,734,2.1,25729,1858,6.7,33776,1500,4.3,15671,787,4.8,18105,713,3.8,13610,1163,7.9,1000,172,14.7,7602,807,9.6,5008,183,3.5,17557,1071,5.8,8243,458,5.3,9314,614,6.2
Annual 2015,148834,8296,5.3,57960,1504,2.5,24108,602,2.4,33852,902,2.6,25896,1855,6.7,33598,1792,5.1,15700,909,5.5,17897,883,4.7,13733,1058,7.2,1073,132,10.9,7652,701,8.4,5008,225,4.3,17647,1182,6.3,8522,513,5.7,9125,668,6.8
Jan-2016,149037,8309,5.3,59014,1404,2.3,24829,572,2.3,34185,832,2.4,25739,1766,6.4,33579,1870,5.3,15571,822,5,18007,1049,5.5,13327,1249,8.6,906,166,15.5,7465,863,10.4,4955,220,4.3,17379,1281,6.9,8340,541,6.1,9040,739,7.6
Feb-2016,150060,8219,5.2,59583,1456,2.4,24769,672,2.6,34815,784,2.2,25678,1792,6.5,33766,1769,5,16146,751,4.4,17619,1018,5.5,13351,1227,8.4,978,146,13,7595,834,9.9,4778,247,4.9,17683,1193,6.3,8472,546,6.1,9211,647,6.6
Mar-2016,150738,8116,5.1,60080,1477,2.4,25220,642,2.5,34860,835,2.3,25643,1797,6.5,33445,1710,4.9,15963,726,4.4,17482,983,5.3,13482,1237,8.4,1043,153,12.8,7564,807,9.6,4875,277,5.4,18088,1169,6.1,8864,558,5.9,9224,611,6.2
Apr-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
